Count,REP_ID,REP_PLOT,SERIES_NUM,COUNTRY_CODE,BROAD_HABITAT,loi,year,DOM_GRAIN,SOIL_GROUP,CACO3_RANK,northing,easting,latitude,longitude,time,LandCover
3200,758X2,758RPT16,758,ENG,2,96.760093689,2007,CLAY,MEDIUM TO LIGHT(SILTY) TO HEAVY,VARIABLE(LOW),577784.0,372586.15625,55.0937199423,-2.43107962475,2007,2
3201,758X3,758RPT17,758,ENG,12,92.0182418823,2007,SILT,ALL,NONE,577442.0,372852.34375,55.0906615043,-2.42687613521,2007,2
3202,758X4,758RPT18,758,ENG,11,72.3135528564,2007,CLAY,MEDIUM TO LIGHT(SILTY) TO HEAVY,VARIABLE(LOW),577294.5625,372261.15625,55.0893038361,-2.43612392273,2007,2
3203,758X5,758RPT19,758,ENG,12,94.5933609009,2007,SILT,ALL,NONE,577192.9375,372107.0,55.0883819889,-2.43852902739,2007,12
3204,75X1,75RPT27,75,ENG,5,4.8226480484,2007,SAND,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,112930.5,297608.0,50.9067347813,-3.45765019719,2007,4
3205,75X1,75RPT27,75,ENG,5,5.0,1978,SAND,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,112930.5,297608.0,50.9067347813,-3.45765019719,1978,4
3206,75X2,75RPT28,75,ENG,4,7.0,1978,SAND,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,112745.242188,297674.625,50.9050812362,-3.45665095196,1978,4
3207,75X2,75RPT28,75,ENG,4,6.0591468811,2007,SAND,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,112745.242188,297674.625,50.9050812362,-3.45665095196,2007,4
3208,75X3,75RPT29,75,ENG,5,6.12958192825,2007,SAND,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,112308.492188,297411.90625,50.9011084124,-3.46026319927,2007,1
3209,75X3,75RPT29,75,ENG,5,9.0,1978,SAND,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,112308.492188,297411.90625,50.9011084124,-3.46026319927,1978,1
3210,75X5,75RPT31,75,ENG,5,7.0,1978,SAND,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,112322.28125,297929.75,50.9013242453,-3.45290540445,1978,4
3211,75X5,75RPT31,75,ENG,5,5.87496519089,2007,SAND,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,112322.28125,297929.75,50.9013242453,-3.45290540445,2007,4
3212,75X6,75RPT43,75,ENG,5,7.93436098099,2007,SAND,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,112122.101562,297961.6875,50.8995303502,-3.45239536702,2007,3
3213,761X1,761RPT17,761,ENG,5,6.94895076752,2007,UNKN,ALL,NONE,577850.5625,417206.25,55.0947873343,-1.73192897372,2007,4
3214,761X2,761RPT18,761,ENG,6,8.91320800781,2007,UNKN,ALL,NONE,577736.4375,417705.8125,55.0937443653,-1.72410839025,2007,4
3215,761X3,761RPT19,761,ENG,6,6.38811397552,2007,UNKN,ALL,NONE,577334.1875,417228.6875,55.0901464664,-1.73160844577,2007,4
3216,761X5,761RPT21,761,ENG,2,15.5363502502,2007,UNKN,ALL,NONE,577275.5,417934.875,55.0895942448,-1.72054815978,2007,2
3217,763X1,763RPT16,763,SCO,6,22.8690681458,2007,FINE,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,587782.0,210102.03125,55.1478517698,-4.98149929953,2007,4
3218,763X2,763RPT17,763,SCO,5,14.4499435425,2007,UNKN,LIGHT,NONE,587720.5,210619.421875,55.1474979127,-4.97335136989,2007,4
3219,763X3,763RPT18,763,SCO,5,11.0517683029,2007,UNKN,LIGHT,NONE,587333.125,210278.53125,55.1438915203,-4.97843347155,2007,4
3220,765X1,765RPT8,765,SCO,10,95.1782226562,2007,UNKN,LIGHT,NONE,592876.875,237136.203125,55.203222496,-4.56071158331,2007,12
3221,765X2,765RPT9,765,SCO,2,77.7756729126,2007,UNKN,LIGHT,NONE,592919.5625,237673.96875,55.2037827099,-4.55229526637,2007,10
3222,765X3,765RPT10,765,SCO,2,91.8625869751,2007,UNKN,LIGHT,NONE,592517.25,237410.34375,55.2000844906,-4.55620168676,2007,2
3223,765X4,765RPT11,765,SCO,2,92.0284118652,2007,UNKN,LIGHT,NONE,592339.5625,237574.34375,55.1985433462,-4.55352558469,2007,2
3224,765X6,765RPT12,765,SCO,10,94.8019104004,2007,UNKN,LIGHT,NONE,592370.5,237158.53125,55.1986841935,-4.56006927443,2007,12
3225,766X1,766RPT11,766,SCO,11,93.5252532959,1998,UNKN,LIGHT,NONE,592820.9375,252302.171875,55.2074885372,-4.32260091753,1998,8
3226,766X1,766RPT11,766,SCO,11,87.9814758301,2007,UNKN,LIGHT,NONE,592820.9375,252302.171875,55.2074885372,-4.32260091753,2007,8
3227,766X1,766RPT11,766,SCO,11,77.0,1978,UNKN,LIGHT,NONE,592820.9375,252302.171875,55.2074885372,-4.32260091753,1978,8
3228,766X2,766RPT12,766,SCO,11,74.6116027832,2007,UNKN,LIGHT,NONE,592765.875,252684.546875,55.2071086339,-4.31656864099,2007,8
3229,766X2,766RPT12,766,SCO,11,79.0,1978,UNKN,LIGHT,NONE,592765.875,252684.546875,55.2071086339,-4.31656864099,1978,8
3230,766X2,766RPT12,766,SCO,11,87.6556930542,1998,UNKN,LIGHT,NONE,592765.875,252684.546875,55.2071086339,-4.31656864099,1998,8
3231,766X3,766RPT13,766,SCO,8,67.7319641113,2007,SAND,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,592331.9375,252249.359375,55.2030822736,-4.32317429554,2007,8
3232,766X3,766RPT13,766,SCO,8,51.0,1978,SAND,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,592331.9375,252249.359375,55.2030822736,-4.32317429554,1978,8
3233,766X3,766RPT13,766,SCO,8,81.4005584717,1998,SAND,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,592331.9375,252249.359375,55.2030822736,-4.32317429554,1998,8
3234,766X4,766RPT14,766,SCO,8,91.5977249146,2007,UNKN,LIGHT,NONE,592112.0,252722.59375,55.2012489004,-4.31563040252,2007,8
3235,766X4,766RPT14,766,SCO,8,94.0,1978,UNKN,LIGHT,NONE,592112.0,252722.59375,55.2012489004,-4.31563040252,1978,8
3236,766X4,766RPT14,766,SCO,8,77.4772567749,1998,UNKN,LIGHT,NONE,592112.0,252722.59375,55.2012489004,-4.31563040252,1998,8
3237,766X5,766RPT15,766,SCO,8,93.5252532959,1998,UNKN,LIGHT,NONE,592344.125,252826.1875,55.2033639171,-4.31412510129,1998,8
3238,766X5,766RPT15,766,SCO,8,68.0,1978,UNKN,LIGHT,NONE,592344.125,252826.1875,55.2033639171,-4.31412510129,1978,8
3239,766X5,766RPT15,766,SCO,8,91.4502258301,2007,UNKN,LIGHT,NONE,592344.125,252826.1875,55.2033639171,-4.31412510129,2007,8
3240,769X1,769RPT16,769,SCO,2,61.0790214539,1998,SAND,LIGHT TO MEDIUM,NONE,592846.125,297190.71875,55.219104819,-3.61757296344,1998,2
3241,769X1,769RPT16,769,SCO,2,20.0,1978,SAND,LIGHT TO MEDIUM,NONE,592846.125,297190.71875,55.219104819,-3.61757296344,1978,2
3242,769X1,769RPT16,769,SCO,2,87.7425079346,2007,SAND,LIGHT TO MEDIUM,NONE,592846.125,297190.71875,55.219104819,-3.61757296344,2007,2
3243,769X2,769RPT17,769,SCO,2,69.170211792,1998,SAND,LIGHT TO MEDIUM,NONE,592785.0625,297617.125,55.2186450971,-3.61085137542,1998,2
3244,769X2,769RPT17,769,SCO,2,85.1371307373,2007,SAND,LIGHT TO MEDIUM,NONE,592785.0625,297617.125,55.2186450971,-3.61085137542,2007,2
3245,769X2,769RPT17,769,SCO,2,18.0,1978,SAND,LIGHT TO MEDIUM,NONE,592785.0625,297617.125,55.2186450971,-3.61085137542,1978,2
3246,769X3,769RPT18,769,SCO,2,17.8040599823,1998,UNKN,LIGHT,NONE,592313.625,297239.40625,55.2143319115,-3.61661404042,1998,2
3247,769X3,769RPT18,769,SCO,2,13.8083496094,2007,UNKN,LIGHT,NONE,592313.625,297239.40625,55.2143319115,-3.61661404042,2007,2
3248,769X3,769RPT18,769,SCO,2,18.0,1978,UNKN,LIGHT,NONE,592313.625,297239.40625,55.2143319115,-3.61661404042,1978,2
3249,769X4,769RPT19,769,SCO,2,13.0,1978,SAND,LIGHT TO MEDIUM,NONE,592194.9375,297564.96875,55.2133335161,-3.61145639698,1978,2
3250,769X4,769RPT19,769,SCO,2,9.88208389282,2007,SAND,LIGHT TO MEDIUM,NONE,592194.9375,297564.96875,55.2133335161,-3.61145639698,2007,2
3251,769X4,769RPT19,769,SCO,2,17.6979198456,1998,SAND,LIGHT TO MEDIUM,NONE,592194.9375,297564.96875,55.2133335161,-3.61145639698,1998,2
3252,769X5,769RPT28,769,SCO,2,14.2124996185,2007,UNKN,ALL,NONE,592316.6875,297835.8125,55.2144832557,-3.60724567409,2007,2
3253,76X1,76RPT28,76,ENG,5,10.6931200027,2007,GRAVEL,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,112232.9375,312115.46875,50.9028574252,-3.25120522765,2007,4
3254,76X3,76RPT29,76,ENG,1,6.6118221283,2007,SAND,LIGHT(SANDY) TO MEDIUM(SANDY),VARIABLE,112829.492188,312675.78125,50.9083057368,-3.24338176623,2007,1
3255,76X5,76RPT30,76,ENG,6,8.57697486877,2007,SAND,LIGHT(SANDY) TO MEDIUM(SANDY),VARIABLE,112331.890625,312581.34375,50.9038178601,-3.24460526917,2007,3
3256,76X6,76RPT31,76,ENG,6,4.46068716049,2007,SAND,LIGHT(SANDY) TO MEDIUM(SANDY),VARIABLE,112642.335938,312407.65625,50.9065824782,-3.24714935922,2007,4
3257,76X7,76RPT32,76,ENG,1,65.6388473511,2007,UNKN,MEDIUM TO LIGHT(SILTY),NONE,112558.96875,312790.875,50.9058910832,-3.24168046849,2007,1
3258,770X1,770RPT11,770,SCO,2,10.7899999619,1998,UNKN,LIGHT,NONE,592843.5,312175.375,55.2219764811,-3.38211564781,1998,2
3259,770X1,770RPT11,770,SCO,2,8.0,1978,UNKN,LIGHT,NONE,592843.5,312175.375,55.2219764811,-3.38211564781,1978,2
3260,770X1,770RPT11,770,SCO,2,9.63541889191,2007,UNKN,LIGHT,NONE,592843.5,312175.375,55.2219764811,-3.38211564781,2007,2
3261,770X2,770RPT12,770,SCO,11,36.0,1978,UNKN,LIGHT,NONE,592795.5,312662.09375,55.2216317093,-3.37445219378,1978,5
3262,770X2,770RPT12,770,SCO,11,21.8851394653,2007,UNKN,LIGHT,NONE,592795.5,312662.09375,55.2216317093,-3.37445219378,2007,5
3263,770X2,770RPT12,770,SCO,11,20.2700004578,1998,UNKN,LIGHT,NONE,592795.5,312662.09375,55.2216317093,-3.37445219378,1998,5
3264,770X3,770RPT13,770,SCO,11,6.75194406509,2007,UNKN,LIGHT,NONE,592450.4375,312208.65625,55.2184514473,-3.38147028634,2007,5
3265,770X3,770RPT13,770,SCO,11,10.0,1978,UNKN,LIGHT,NONE,592450.4375,312208.65625,55.2184514473,-3.38147028634,1978,5
3266,770X3,770RPT13,770,SCO,11,8.66028213501,1998,UNKN,LIGHT,NONE,592450.4375,312208.65625,55.2184514473,-3.38147028634,1998,5
3267,770X4,770RPT14,770,SCO,8,6.0,1978,UNKN,LIGHT,NONE,592146.375,312598.65625,55.2157892281,-3.37524791163,1978,5
3268,770X4,770RPT14,770,SCO,8,20.6475906372,2007,UNKN,LIGHT,NONE,592146.375,312598.65625,55.2157892281,-3.37524791163,2007,5
3269,770X4,770RPT22,770,SCO,8,18.8835391998,1998,UNKN,LIGHT,NONE,592146.375,312598.65625,55.2157892281,-3.37524791163,1998,5
3270,770X5,770RPT15,770,SCO,8,14.0536003113,2007,UNKN,LIGHT,NONE,592354.5625,312911.625,55.2177147702,-3.37039476731,2007,5
3271,770X5,770RPT15,770,SCO,8,6.0,1978,UNKN,LIGHT,NONE,592354.5625,312911.625,55.2177147702,-3.37039476731,1978,5
3272,770X5,770RPT23,770,SCO,8,17.3551101685,1998,UNKN,LIGHT,NONE,592354.5625,312911.625,55.2177147702,-3.37039476731,1998,5
3273,772X1,772RPT11,772,SCO,12,94.8645477295,2007,UNKN,LIGHT,NONE,592891.6875,342222.28125,55.226845921,-2.90988241097,2007,11
3274,772X2,772RPT12,772,SCO,12,95.7789535522,2007,UNKN,LIGHT,NONE,592770.0625,342348.28125,55.2257679032,-2.9078769126,2007,11
3275,772X3,772RPT13,772,SCO,12,94.6007995605,2007,SILT,ALL,NONE,592631.9375,342652.0625,55.224562347,-2.90307376082,2007,8
3276,772X4,772RPT14,772,SCO,8,10.8879098892,2007,UNKN,MEDIUM TO LIGHT(SILTY),NONE,592368.5625,342848.0,55.2222187505,-2.89994054128,2007,8
3277,772X5,772RPT15,772,SCO,9,61.9139289856,2007,UNKN,MEDIUM TO LIGHT(SILTY),NONE,592205.875,342371.09375,55.2207015264,-2.90740292399,2007,8
3278,773X1,773RPT10,773,SCO,10,64.0782165527,2007,SILT,ALL,NONE,592747.125,357266.6875,55.2270817209,-2.67336470626,2007,12
3279,773X2,773RPT11,773,SCO,10,91.9564590454,2007,SILT,ALL,NONE,592465.1875,357782.375,55.2245929389,-2.66521578519,2007,12
3280,773X3,773RPT12,773,SCO,12,95.6405181885,2007,SILT,ALL,NONE,592362.6875,357146.875,55.2236170697,-2.67518965207,2007,8
3281,773X4,773RPT13,773,SCO,10,93.5926437378,2007,SILT,ALL,NONE,592036.875,357338.6875,55.2207062272,-2.67212523223,2007,12
3282,773X5,773RPT14,773,SCO,2,94.8669662476,2007,SILT,ALL,NONE,592024.25,357645.5,55.2206192678,-2.66730100154,2007,2
3283,774X3,774RPT14,774,ENG,2,82.0,1978,CLAY,MEDIUM TO LIGHT(SILTY) TO HEAVY,VARIABLE(LOW),592147.25,372421.09375,55.2227740466,-2.43506925871,1978,2
3284,774X4,774RPT15,774,ENG,2,92.0,1978,SILT,ALL,NONE,592910.3125,372355.28125,55.2296269331,-2.43617881514,1978,11
3285,774X4,774RPT15,774,ENG,2,91.9169387817,2007,SILT,ALL,NONE,592910.3125,372355.28125,55.2296269331,-2.43617881514,2007,11
3286,774X4,774RPT15,774,ENG,2,91.9912490845,1998,SILT,ALL,NONE,592910.3125,372355.28125,55.2296269331,-2.43617881514,1998,11
3287,774X6,774RPT33,774,ENG,2,90.758140564,2007,SILT,ALL,NONE,592521.6875,372508.8125,55.2261432206,-2.43372713846,2007,10
3288,774X8,774RPT35,774,ENG,8,92.7010116577,2007,CLAY,MEDIUM TO LIGHT(SILTY) TO HEAVY,VARIABLE(LOW),592155.6875,372931.9375,55.222878219,-2.42704015693,2007,11
3289,775X1,775RPT16,775,ENG,5,6.51190519333,2007,CLAY,MEDIUM TO LIGHT(SILTY) TO HEAVY,VARIABLE(LOW),592843.8125,387177.59375,55.2296402362,-2.20313911467,2007,4
3290,775X2,775RPT17,775,ENG,6,7.5770611763,2007,CLAY,MEDIUM TO LIGHT(SILTY) TO HEAVY,VARIABLE(LOW),592727.6875,387761.0,55.2286117162,-2.19396169316,2007,5
3291,775X3,775RPT18,775,ENG,6,9.56626033783,2007,CLAY,MEDIUM TO LIGHT(SILTY) TO HEAVY,VARIABLE(LOW),592346.125,387609.9375,55.2251792772,-2.19631973012,2007,5
3292,775X4,775RPT19,775,ENG,5,8.09305858612,2007,CLAY,MEDIUM TO LIGHT(SILTY) TO HEAVY,VARIABLE(LOW),592170.8125,387746.09375,55.2236073843,-2.19417163742,2007,4
3293,775X5,775RPT20,775,ENG,5,6.82660388947,2007,CLAY,MEDIUM TO LIGHT(SILTY) TO HEAVY,VARIABLE(LOW),592153.5,387341.0,55.2234415139,-2.20053879296,2007,4
3294,776X1,776RPT13,776,ENG,11,89.3619232178,2007,CLAY,MEDIUM TO LIGHT(SILTY) TO HEAVY,VARIABLE(LOW),592972.9375,402136.0625,55.230965903,-1.9679587326,2007,8
3295,776X2,776RPT14,776,ENG,5,7.78569602966,2007,CLAY,MEDIUM TO LIGHT(SILTY) TO HEAVY,VARIABLE(LOW),592783.75,402661.15625,55.2292634691,-1.95970455772,2007,4
3296,776X3,776RPT15,776,ENG,5,79.2202911377,2007,UNKN,ALL,VARIABLE,592460.1875,402224.90625,55.2263580582,-1.96656570083,2007,8
3297,776X4,776RPT16,776,ENG,2,11.0130796432,2007,UNKN,ALL,VARIABLE,592236.8125,402620.71875,55.2243489921,-1.96034516739,2007,4
3298,776X5,776RPT17,776,ENG,5,9.44930076599,2007,UNKN,ALL,VARIABLE,592403.5,402849.53125,55.2258456041,-1.95674662038,2007,4
3299,777X2,777RPT24,777,ENG,4,7.08806419373,1998,CLAY,MEDIUM TO LIGHT(SILTY) TO HEAVY,VARIABLE(LOW),592790.875,417740.09375,55.2290194585,-1.72263489856,1998,3
3300,777X2,777RPT24,777,ENG,4,4.91060018539,2007,CLAY,MEDIUM TO LIGHT(SILTY) TO HEAVY,VARIABLE(LOW),592790.875,417740.09375,55.2290194585,-1.72263489856,2007,3
3301,777X2,777RPT24,777,ENG,4,5.0,1978,CLAY,MEDIUM TO LIGHT(SILTY) TO HEAVY,VARIABLE(LOW),592790.875,417740.09375,55.2290194585,-1.72263489856,1978,3
3302,777X4,777RPT26,777,ENG,5,7.0,1978,UNKN,LIGHT,NONE,592231.125,417686.78125,55.223991603,-1.7235079224,1978,4
3303,777X4,777RPT26,777,ENG,5,8.4254322052,2007,UNKN,LIGHT,NONE,592231.125,417686.78125,55.223991603,-1.7235079224,2007,4
3304,777X4,777RPT26,777,ENG,5,8.49840927124,1998,UNKN,LIGHT,NONE,592231.125,417686.78125,55.223991603,-1.7235079224,1998,4
3305,777X5,777RPT27,777,ENG,4,6.0,1978,CLAY,MEDIUM TO LIGHT(SILTY) TO HEAVY,VARIABLE(LOW),592420.125,417965.46875,55.2256799099,-1.7191150622,1978,3
3306,777X5,777RPT27,777,ENG,4,7.30342912674,1998,CLAY,MEDIUM TO LIGHT(SILTY) TO HEAVY,VARIABLE(LOW),592420.125,417965.46875,55.2256799099,-1.7191150622,1998,3
3307,77X1,77RPT29,77,ENG,5,9.73530578613,2007,SAND,LIGHT(SANDY) TO MEDIUM(SANDY),VARIABLE,112781.632812,327260.84375,50.9099005901,-3.03596901413,2007,3
3308,77X2,77RPT30,77,ENG,5,6.49779891968,2007,GRAVEL,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,112861.742188,327794.5625,50.9106879656,-3.02839492383,2007,4
3309,77X3,77RPT31,77,ENG,5,8.74106311798,2007,GRAVEL,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,112406.585938,327533.8125,50.9065629647,-3.03201256978,2007,4
3310,77X4,77RPT32,77,ENG,5,20.9624290466,2007,SAND,LIGHT(SANDY) TO MEDIUM(SANDY),VARIABLE,112428.601562,327883.6875,50.9068047933,-3.02704171581,2007,5
3311,77X5,77RPT33,77,ENG,5,8.02281475067,2007,GRAVEL,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,112188.257812,327229.75,50.9045616866,-3.03629270456,2007,3
3312,781X1,781RPT27,781,SCO,6,3.13206291199,2007,UNKN,HEAVY TO MEDIUM(SANDY) TO LIGHT(SANDY),LOW,607699.5625,222143.015625,55.3310861626,-4.80537457781,2007,4
3313,781X3,781RPT29,781,SCO,4,2.38482999802,2007,UNKN,HEAVY TO MEDIUM(SANDY) TO LIGHT(SANDY),LOW,607427.875,222232.671875,55.3286803477,-4.80379071005,2007,3
3314,781X5,781RPT31,781,SCO,5,5.14323091507,2007,UNKN,HEAVY TO MEDIUM(SANDY) TO LIGHT(SANDY),LOW,607368.6875,222826.5625,55.3283633724,-4.79440404571,2007,2
3315,782X1,782RPT20,782,SCO,1,6.76999998093,1998,UNKN,HEAVY TO MEDIUM(SANDY) TO LIGHT(SANDY),LOW,607852.625,237261.21875,55.3376975709,-4.56741250008,1998,2
3316,782X1,782RPT10,782,SCO,1,4.0,1978,UNKN,HEAVY TO MEDIUM(SANDY) TO LIGHT(SANDY),LOW,607852.625,237261.21875,55.3376975709,-4.56741250008,1978,2
3317,782X1,782RPT10,782,SCO,1,7.45597314835,2007,UNKN,HEAVY TO MEDIUM(SANDY) TO LIGHT(SANDY),LOW,607852.625,237261.21875,55.3376975709,-4.56741250008,2007,2
3318,782X2,782RPT11,782,SCO,2,2.51999998093,1998,UNKN,HEAVY TO MEDIUM(SANDY) TO LIGHT(SANDY),LOW,607748.625,237704.4375,55.3369103197,-4.56037193688,1998,2
3319,782X2,782RPT11,782,SCO,2,45.0,1978,UNKN,HEAVY TO MEDIUM(SANDY) TO LIGHT(SANDY),LOW,607748.625,237704.4375,55.3369103197,-4.56037193688,1978,2
3320,782X2,782RPT11,782,SCO,2,3.80059504509,2007,UNKN,HEAVY TO MEDIUM(SANDY) TO LIGHT(SANDY),LOW,607748.625,237704.4375,55.3369103197,-4.56037193688,2007,2
3321,782X3,782RPT12,782,SCO,2,3.28733801842,1998,UNKN,HEAVY TO MEDIUM(SANDY) TO LIGHT(SANDY),LOW,607379.1875,237276.296875,55.333452461,-4.56690007726,1998,2
3322,782X3,782RPT12,782,SCO,2,3.52671694756,2007,UNKN,HEAVY TO MEDIUM(SANDY) TO LIGHT(SANDY),LOW,607379.1875,237276.296875,55.333452461,-4.56690007726,2007,2
3323,782X3,782RPT12,782,SCO,2,6.0,1978,UNKN,HEAVY TO MEDIUM(SANDY) TO LIGHT(SANDY),LOW,607379.1875,237276.296875,55.333452461,-4.56690007726,1978,2
3324,782X4,782RPT13,782,SCO,6,7.96158599854,1998,UNKN,HEAVY TO MEDIUM(SANDY) TO LIGHT(SANDY),LOW,607185.625,237627.265625,55.3318309653,-4.56126106394,1998,5
3325,782X4,782RPT13,782,SCO,6,4.91773986816,2007,UNKN,HEAVY TO MEDIUM(SANDY) TO LIGHT(SANDY),LOW,607185.625,237627.265625,55.3318309653,-4.56126106394,2007,5
3326,782X4,782RPT13,782,SCO,6,6.0,1978,UNKN,HEAVY TO MEDIUM(SANDY) TO LIGHT(SANDY),LOW,607185.625,237627.265625,55.3318309653,-4.56126106394,1978,5
3327,782X5,782RPT14,782,SCO,2,6.0,1978,UNKN,HEAVY TO MEDIUM(SANDY) TO LIGHT(SANDY),LOW,607329.0625,237872.734375,55.3331995695,-4.55747869181,1978,2
3328,782X5,782RPT14,782,SCO,2,7.26529693604,2007,UNKN,HEAVY TO MEDIUM(SANDY) TO LIGHT(SANDY),LOW,607329.0625,237872.734375,55.3331995695,-4.55747869181,2007,2
3329,782X5,782RPT14,782,SCO,2,9.30829238892,1998,UNKN,HEAVY TO MEDIUM(SANDY) TO LIGHT(SANDY),LOW,607329.0625,237872.734375,55.3331995695,-4.55747869181,1998,2
3330,783X1,783RPT13,783,SCO,2,96.0494613647,1998,SILT,ALL,NONE,607883.0625,252176.421875,55.3426834695,-4.33249295283,1998,2
3331,783X1,783RPT13,783,SCO,2,94.5877838135,2007,SILT,ALL,NONE,607883.0625,252176.421875,55.3426834695,-4.33249295283,2007,2
3332,783X1,783RPT13,783,SCO,2,93.0,1978,SILT,ALL,NONE,607883.0625,252176.421875,55.3426834695,-4.33249295283,1978,2
3333,783X2,783RPT14,783,SCO,8,16.0,1978,FINE,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,607770.25,252595.28125,55.3417964514,-4.32583492634,1978,8
3334,783X2,783RPT14,783,SCO,8,26.432970047,1998,FINE,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,607770.25,252595.28125,55.3417964514,-4.32583492634,1998,8
3335,783X3,783RPT15,783,SCO,2,97.0,1978,SILT,ALL,NONE,607353.4375,252235.609375,55.3379461987,-4.33128110752,1978,2
3336,783X3,783RPT15,783,SCO,2,96.999130249,1998,SILT,ALL,NONE,607353.4375,252235.609375,55.3379461987,-4.33128110752,1998,2
3337,783X3,783RPT15,783,SCO,2,84.6531295776,2007,SILT,ALL,NONE,607353.4375,252235.609375,55.3379461987,-4.33128110752,2007,2
3338,783X4,783RPT16,783,SCO,2,76.6091766357,2007,FINE,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,607178.375,252618.859375,55.3364895278,-4.32515204748,2007,2
3339,783X4,783RPT16,783,SCO,2,92.6689529419,1998,FINE,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,607178.375,252618.859375,55.3364895278,-4.32515204748,1998,2
3340,783X4,783RPT16,783,SCO,2,84.0,1978,FINE,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,607178.375,252618.859375,55.3364895278,-4.32515204748,1978,2
3341,784X1,784RPT15,784,SCO,11,8.48242378235,2007,SAND,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,607822.75,267129.0625,55.3464134358,-4.09687132283,2007,11
3342,784X2,784RPT16,784,SCO,2,75.0322036743,2007,SILT,ALL,NONE,607588.0625,267303.71875,55.3443532382,-4.09400786693,2007,2
3343,784X3,784RPT17,784,SCO,8,80.7540817261,2007,SAND,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,607739.3125,267885.5,55.3458682178,-4.08491207623,2007,11
3344,784X4,784RPT18,784,SCO,8,34.3720397949,2007,SAND,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,607315.125,267638.5,55.3419926694,-4.08860367135,2007,11
3345,785X1,785RPT18,785,SCO,8,21.5108890533,2007,SAND,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,607891.3125,282188.84375,55.3508723472,-3.85956215239,2007,11
3346,785X2,785RPT19,785,SCO,11,80.4068603516,2007,SAND,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,607784.25,282634.5625,55.3500175551,-3.8524918974,2007,8
3347,785X4,785RPT21,785,SCO,8,19.5843105316,2007,SAND,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,607446.125,282165.03125,55.3468684537,-3.8597500362,2007,8
3348,785X5,785RPT22,785,SCO,1,21.3031101227,2007,UNKN,LIGHT,NONE,607168.0,282544.3125,55.344461479,-3.85365574835,2007,5
3349,786X1,786RPT14,786,SCO,8,92.1077880859,1998,UNKN,LIGHT,NONE,607812.5,297196.03125,55.3535358975,-3.6229670758,1998,8
3350,786X1,786RPT14,786,SCO,8,55.5622787476,2007,UNKN,LIGHT,NONE,607812.5,297196.03125,55.3535358975,-3.6229670758,2007,8
3351,786X1,786RPT14,786,SCO,8,25.0,1978,UNKN,LIGHT,NONE,607812.5,297196.03125,55.3535358975,-3.6229670758,1978,8
3352,786X5,786RPT18,786,SCO,8,6.17117977142,2007,SAND,LIGHT TO MEDIUM,NONE,607750.9375,297836.4375,55.353116624,-3.61284861865,2007,8
3353,786X5,786RPT18,786,SCO,8,4.10985994339,1998,SAND,LIGHT TO MEDIUM,NONE,607750.9375,297836.4375,55.353116624,-3.61284861865,1998,8
3354,786X5,786RPT18,786,SCO,8,34.0,1978,SAND,LIGHT TO MEDIUM,NONE,607750.9375,297836.4375,55.353116624,-3.61284861865,1978,8
3355,787X1,787RPT12,787,SCO,6,37.6776199341,2007,UNKN,ALL,NONE,607787.9375,312183.34375,55.3562251431,-3.38666439381,2007,14
3356,787X1,787RPT12,787,SCO,6,18.0,1978,UNKN,ALL,NONE,607787.9375,312183.34375,55.3562251431,-3.38666439381,1978,14
3357,787X2,787RPT30,787,SCO,2,14.1474103928,2007,UNKN,ALL,NONE,607788.75,312691.125,55.3563231636,-3.37865811135,2007,2
3358,787X3,787RPT14,787,SCO,2,95.3288955688,2007,UNKN,LIGHT,NONE,607333.75,312263.125,55.3521598152,-3.38526414817,2007,2
3359,787X3,787RPT14,787,SCO,2,14.0,1978,UNKN,LIGHT,NONE,607333.75,312263.125,55.3521598152,-3.38526414817,1978,2
